Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
4263463573,2015-07-30T00:00:00,1220,,,CA,201601,,MERZ,PA,SL,2051 MARENGO ST,00671,56,80.56E4+,RED ZONE,93,6499016.7,1842962.3
4253355094,2015-02-13T00:00:00,1404,CB3190,,CA,6,,BMW,PA,BK,601 8TH ST E,651B,56,88.13B+,METER EXP.,63,6505435,1741121.8
4328144306,2018-03-02T00:00:00,350,,,CA,201809,,HOND,PA,GN,1100 WESTLAKE AVE S,00600,56,80.56E4+,RED ZONE,93,6476956.698676,1840612.274733
4298237473,2016-11-29T00:00:00,1047,,,CA,12,,FORD,PA,WT,17365 HATTERAS ST,369B,53,80.69BS,NO PARK/STREET CLEAN,73,6406914.23341116,1886883.63119808
4279377443,2016-04-11T00:00:00,753,,,CA,201606,,BMW,PA,WT,838 EAST 103RD PLACE,00500,55,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4263674041,2015-07-10T00:00:00,807,,,CA,201601,,HOND,PA,MR,1118 NEW HAMPSHIRE AVE N,444,54,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4322387263,2017-12-09T00:00:00,1051,,,CA,201808,,PTRB,TK,RD,10201 ARLETA AVE,378R1,53,80.69.2,COMM VEH OVER TIME LIMIT,78,6428624.005277,1915654.400751
4311501213,2017-07-03T00:00:00,1323,SC178,,NC,201701,,LNDR,PA,BK,12300 VENTURA BL,00395,53,88.13B+,METER EXP.,63,6440382.825865,1874846.014549
4305949900,2017-04-12T00:00:00,907,,,CA,201710,,GMC,VN,WT,452 WESTMINSTER AVE,00463,54,80.69BS,NO PARK/STREET CLEAN,73,6465898.080327,1846615.517664
4332558893,2018-05-30T00:00:00,1307.0,,,CA,,,FORD,VN,WT,515 7TH ST W,00655,56.0,80.56E4+,RED ZONE,93.0,6484214.547823001,1839475.555474
4333172233,2018-05-23T00:00:00,1251.0,CB2190,,CA,11.0,,HOND,PA,BK,733 SAN JULIAN ST S,00661,56.0,88.13B+,METER EXP.,63.0,6486479.859503,1837256.832555
4304777385,2017-03-10T00:00:00,1634,WP8204,,CA,,,LEXS,PA,WT,20 WASHINGTON BLVD E,00161,51,88.13B+,METER EXP.,63,6420271.067529,1815179.594081
4312515056,2017-07-17T00:00:00,955,,,CA,201804,,JEEP,PA,GN,718 ALPINE ST,00672,56,80.56E1,WHITE ZONE,58,6487947.251334,1845589.772001
4346518934,2019-01-03T00:00:00,129.0,,,CA,,,LEXS,PA,BK,8602 DENVER AVE,00500,55.0,5204A-,DISPLAY OF TABS,25.0,6475583.439892,1807963.349459
4260795335,2015-06-12T00:00:00,815,,,CA,201604,,TOYT,PA,GY,1624 FEDERAL AVE,00152,51,80.69BS,NO PARK/STREET CLEAN,73,6424319.7,1838707.7
4322012310,2017-11-17T00:00:00,1538,SV872,,CA,201805,,FORD,PA,GY,1501 ARGYLE AV,00473,54,88.13B+,METER EXP.,63,6463229.416908,1858206.563201
4263006720,2015-07-16T00:00:00,1908,30,,CA,201604,,LEXS,PA,BK,649 KILKEA DR N,00401,54,80.58L,PREFERENTIAL PARKING,68,6450560.2,1852651.5
4309372955,2017-06-08T00:00:00,1536,,,CA,201806,,MERZ,PA,GY,1723 GARFIELD PLACE,00471,54,80.56E4+,RED ZONE,93,6467605.562454,1859694.662565
4280267585,2016-04-04T00:00:00,830,,,CA,201702,,FORD,PU,WT,6231 HALBRENT AVE,00363,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4342218506,2018-10-16T00:00:00,814.0,NH1083,,AZ,201909.0,,JEEP,PA,SL,5201 BLAKESLEE AV,00356,53.0,88.13B+,METER EXP.,63.0,6448999.195986,1882601.871218
4331621173,2018-05-24T00:00:00,1110.0,,,WA,201803.0,,JEEP,PA,BK,2019 FAIR PARK AVENUE,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6497709.918408,1871723.5468740002
4308535221,2017-05-11T00:00:00,904,,,CA,,,MAZD,PA,GY,822 ALEXANDRIA AVE N,00481,54,80.69B,NO PARKING,73,6471480.880969,1853918.961521
4334139946,2018-07-05T00:00:00,1232.0,,,CA,201803.0,,HOND,PA,MR,10640 BLOOMFIELD ST,00395,53.0,22500F,PARKED ON SIDEWALK,68.0,6452034.391697,1877024.46289
4277250810,2016-03-02T00:00:00,1940,96,,CA,201609,,BMW,PA,BK,1762 ORCHID AVE,00402,54,80.58L,PREFERENTIAL PARKING,68,6458690.9,1860104.4
4321494984,2017-11-27T00:00:00,542,545,,CA,201712,,LEXS,PA,WT,2515 7TH AVE,506A,51,80.54H1,OVNIGHT PRK W/OUT PE,68,6463257.808464,1834951.023303
4260484863,2015-06-04T00:00:00,1423,,1354,CA,201603,,HOND,PA,BK,919 SPENCE STREET,00633,56,80.69C,PARKED OVER TIME LIM,58,6501441.6,1832014.1
4300007865,2016-12-29T00:00:00,822,,,CA,201701,,MERZ,PA,GY,3030 GLENN AVE,00633,56,80.69BS,NO PARK/STREET CLEAN,73,6497203.447776,1830685.35704
4312980512,2017-07-29T00:00:00,751,,,CA,201708,,CHEV,PA,WT,8201 BROADWAY,00500,55,22500C,SAFETY ZONE/CURB,68,6477282.413298,1809783.91706
4352382963,2019-04-05T00:00:00,424.0,,,CA,201903.0,,NISS,PA,SL,140 ROSELAWN PL,00600,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6502760.971665001,1861717.779959
4316799491,2017-09-25T00:00:00,1958,,,CA,201809,,TOYT,PA,WT,12372 COVELLO STREET,00315,53,22514,FIRE HYDRANT,68,6439888.00761838,1898335.62606611
4254814174,2015-03-11T00:00:00,1028,,,CA,201503,,TOYT,PA,BL,951 MARIPOSA AVE S,00461,54,80.69BS,NO PARK/STREET CLEAN,73,6466993.8,1879364.5
4266982031,2015-09-03T00:00:00,1518,,1245,UT,201507,,JEEP,PA,BK,615 MIDVALE AVE S,169R1,51,80.69C,PARKED OVER TIME LIM,58,6424824.8,1846753.8
4267355864,2015-10-06T00:00:00,830,,,CA,201607,,TOYT,PA,BK,916 BROADWAY STREET,00134,51,80.56E1,WHITE ZONE,58,99999,99999
4330608704,2018-04-10T00:00:00,1538,,,CA,,,TSMR,PA,BK,8758 CASHIO ST,00106,51,80.56E4+,RED ZONE,93,6445605.049707,1841540.103206
4352106021,2019-04-17T00:00:00,156.0,,,CA,201907.0,,HOND,PA,GY,1661 IVAR AVE,402B,54.0,80.69B,NO PARKING,73.0,6462321.972684,1859263.776729
4301416464,2017-01-13T00:00:00,829,,,CA,201705,,FORD,PA,RD,1705 PURDUE AVE,00155,51,80.69BS,NO PARK/STREET CLEAN,73,6425560.752488,1838751.451869
4251753295,2015-01-25T00:00:00,1414,,,CA,201502,,LEXS,PA,SL,9601 VISTA DEL MAR,00204,51,80.69A+,STOP/STAND PROHIBIT,93,99999,99999
4319887040,2017-11-15T00:00:00,1015,,,CA,201804,,DODG,VN,WT,3921 BEETHOVEN ST,00156,51,80.69BS,NO PARK/STREET CLEAN,73,6428435.546861,1821801.854605
4310832573,2017-06-15T00:00:00,1032,,,CA,201804,,NISS,PU,BG,20700 CANTLAY ST,00373,53,80.69BS,NO PARK/STREET CLEAN,73,6385054.74481,1896386.531094
4246096691,2015-02-11T00:00:00,405,,,CA,201512,,FORD,TK,WT,2031 PACIFIC AVE S,00500,55,80.69BS,NO PARK/STREET CLEAN,73,6474096,1722710.7
4265487214,2015-08-21T00:00:00,1615,,,CA,201511,,NISS,PA,WT,4867 SUNSET BLVD W,00480,54,80.70,NO STOPPING/ANTI-GRI,163,6472239,1858229
4299512523,2016-12-15T00:00:00,1252,,,CA,201701,,NISS,PA,WT,3671 MILITARY AVE,00907,51,80.69BS,NO PARK/STREET CLEAN,73,6435626.744097,1828908.065273
4274113524,2016-01-03T00:00:00,53,,,CA,201509,,FORD,PA,WT,1640 SCHRADER BLVD,00401,54,80.69B,NO PARKING,73,6461015.2,1859124.5
4352644052,2019-04-05T00:00:00,1933.0,EN218,,CA,201910.0,,ACUR,PA,WT,16700 LA MAIDA ST,00310,53.0,88.13B+,METER EXP.,63.0,6411278.794632,1881363.1502509997
4253791463,2015-03-15T00:00:00,111,,,CA,201602,,HOND,PA,WT,3556 WHITTIER BLVD,00604,56,80.69B,NO PARKING,73,6502025.6,1831888.6
4298271832,2016-11-28T00:00:00,242,,,CA,201709,,LEXS,PA,GY,601 16TH ST W,00500,55,80.69A+,STOP/STAND PROHIBIT,93,6473431.999239,1724140.501597
4301333396,2017-01-20T00:00:00,816,,,CA,201610,,MNNI,PA,BK,816 OXFORD AVE N,00441,54,80.69BS,NO PARK/STREET CLEAN,73,6468430.141021,1843402.686273
4327029571,2018-03-09T00:00:00,1113,,,CA,201901,,LEXS,PA,GY,600 S ARDMORE AVE,00463,54,80.56E2,YELLOW ZONE,58,6470321.755712,1845649.927862
4334045796,2018-06-11T00:00:00,824.0,,,CA,201806.0,,FORD,VN,WT,6442 HAZELTINE AVE,00363,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6428607.0674209995,1891017.839919
4254439976,2015-03-13T00:00:00,1504,GA156,,CA,201603,,BMW,PA,GN,3401 GLENDALE BL,00677,56,88.13B+,METER EXP.,63,6483344.8,1866121.6
1109089984,2015-12-23T00:00:00,1544,,,TX,201711,,KIA,PA,SI,2800 E OBS RD,,4,8603,PK IN PROH AREA,68,99999,99999
4343091373,2018-11-19T00:00:00,1525.0,SV334,,CA,201902.0,,HYUN,PA,BL,6101 SUNSET BL,00483,54.0,88.13B+,METER EXP.,63.0,6464094.077059,1858210.3289110002
4286919825,2016-07-22T00:00:00,1904,40,,CA,201705,,BMW,PA,BL,850 MCCADDEN PL N,00403,54,80.58L,PREFERENTIAL PARKING,68,6459501.5,1853925.5
4347263270,2019-01-15T00:00:00,1030.0,,,CA,201902.0,,HOND,PA,BK,8932 HARGIS ST,00185,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6444220.255314,1835447.052566
4296217015,2016-11-02T00:00:00,950,VN680A,,CA,201705,,HOND,PA,GY,14301 DELANO ST,00396,53,88.13B+,METER EXP.,63,6427279.078989,1889148.992324
4351801731,2019-04-16T00:00:00,1228.0,,,CA,6.0,,CHEV,PA,SL,3300 N LEDGEWOOD DR,00409,54.0,80.56E4+,RED ZONE,93.0,6464362.28624,1869275.9280659999
4342460010,2018-10-31T00:00:00,7.0,,,CA,201903.0,,NISS,PA,SL,2905 JAMES M  WOOD BLVD,403B,54.0,80.56E4+,RED ZONE,93.0,6473296.886139,1842868.5062650002
4313226632,2017-07-12T00:00:00,1332,,,CA,201606,,FORD,PA,TN,12534 ROSCOE BLVD,00354,53,80.69B,NO PARKING,73,6438582.712609,1903296.594512
4282881595,2016-05-10T00:00:00,1823,057,,CA,201701,,AUDI,PA,GY,12334 CANTURA STREET,00315,53,80.58L,PREFERENTIAL PARKING,68,6440184,1874338.4
4306380260,2017-04-02T00:00:00,1631,,,CA,201708,,FORD,PA,GN,308 HILL STREET,00600,56,80.56E2,YELLOW ZONE,58,6486180.883022,1841232.401995
4325628996,2018-02-03T00:00:00,105,,,CA,201711,,NISS,PA,GY,820 SPRING ST S,00600,56,5204A-,DISPLAY OF TABS,25,6484744.122471,1838051.307523
4292101181,2016-08-23T00:00:00,713,,,CA,201706,,TOYT,PA,WT,728 BLADES STREET,57B,57,80.56E4+,RED ZONE,93,6502015.6,1839283
4254768932,2015-03-18T00:00:00,1406,,,CA,201507,,DODG,PU,WT,13000 AETNA ST,350R,53,80.56E4+,RED ZONE,93,6435778.6,1888276.5
4321232495,2017-11-30T00:00:00,1226,,1105,CA,201805,,KIA,PA,GY,17815 PRAIRIE ST,00382,53,80.69C,PARKED OVER TIME LIMIT,58,6403971.312975,1909916.994534
4347002225,2019-01-16T00:00:00,1626.0,ED98,,CA,201904.0,,GMC,TK,TN,715 8TH ST E,00686,56.0,88.13B+,METER EXP.,63.0,6483153.12531,1839463.66508
4250736486,2015-01-09T00:00:00,1635,WA136,,CA,201512,,SUBA,PA,BL,601 WESTLAKE AV S,00641,56,88.13B+,METER EXP.,63,6478782.2,1843965.8
4341089001,2018-10-17T00:00:00,813.0,,,DE,202003.0,,HYUN,PA,GY,434 ARDMORE AVE S,00456,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6470118.510921,1851244.1226080002
4296774414,2016-10-20T00:00:00,1215,,,CA,201706,,TOYT,PA,SL,6901 SALE AVE,00375,53,80.69BS,NO PARK/STREET CLEAN,73,6374481.517357,1894316.482438
4275751830,2016-02-08T00:00:00,1301,NH275,,CA,201610,,BMW,PA,BK,11260 CHANDLER BL,00395,53,88.13B+,METER EXP.,63,6447757.2,1883769.6
4338856653,2018-08-29T00:00:00,1102.0,,,CA,201905.0,,MITS,PA,WT,429 SAN PEDRO ST S,00661,56.0,22500F,PARKED ON SIDEWALK,68.0,6487927.70826,1838853.6750150002
4304465701,2017-03-19T00:00:00,54,,,CA,,,FORD,PA,WT,6347 W HOLLYWOOD BOULEVARD,00401,54,80.69AP+,NO STOP/STANDING,93,6462301.25171,1859523.151663
4336790920,2018-07-25T00:00:00,1430.0,EN697,,CA,201902.0,,TOYT,PA,BL,4901 ANDASOL AV,00700,53.0,88.13B+,METER EXP.,63.0,6406912.295876999,1881025.5596560002
4321444761,2017-12-26T00:00:00,842,,,CA,201804,,CHEV,TK,BK,932 CRESCENT HEIGHTS BLVD,00494,54,5200,DISPLAY OF PLATES,25,6450874.319925,1854486.507158
1109965964,2016-12-01T00:00:00,1620,,,CA,201701,,DODG,TR,BK,NOBLE S/O ROSCOE,19SL0,1,000,22651K,,99999,99999
4328296232,2018-03-14T00:00:00,852,,,CA,201901,,NISS,PA,BK,3051 CHESAPEAKE AVE,538C,55,80.69BS,NO PARK/STREET CLEAN,73,6457137.451037,1832506.625063
4251270413,2015-01-12T00:00:00,834,,,IL,201503,,MERC,PA,BK,121 CROFT AVE N,00474,54,80.69BS,NO PARK/STREET CLEAN,73,6448351,1849774.9
4324263160,2018-01-17T00:00:00,834,,,CA,201809,,TOYT,PA,BK,5226 LINCOLN AVE,00675,56,80.69BS,NO PARK/STREET CLEAN,73,6500432.351072,1865993.914969
4268670276,2015-10-07T00:00:00,905,,,CA,201607,,PORS,TK,BK,1716 LEIGHTON AVE,534H,55,80.69BS,NO PARK/STREET CLEAN,73,6467284.9,1827189.7
4350188286,2019-03-04T00:00:00,1741.0,,,CA,201909.0,,TOYT,PA,BK,2998 LEEWARD AVE,403B,54.0,5200,DISPLAY OF PLATES,25.0,6474107.096681,1843873.789225
4302210216,2017-01-26T00:00:00,1045,,,CA,201701,,CHEV,VN,WT,1017 CENTRAL AVE S,00676,56,80.56E4+,RED ZONE,93,6487576.798803,1833903.545414
4263856505,2015-07-31T00:00:00,1256,,,OH,201607,,GMC,PA,RD,1750 CAMINO PALMERO STREET,00493,54,80.69B,NO PARKING,73,6455720.3,1859888
4316136521,2017-09-08T00:00:00,1117,,,CA,201808,,MERZ,PA,GY,1810 PELHAM AVE,00102,51,80.69BS,NO PARK/STREET CLEAN,73,6430871.40588,1841503.929673
4309240482,2017-05-16T00:00:00,205,,,CA,201705,,FRHT,TK,GN,990 FRANCISCO STREET,00500,55,80.69B,NO PARKING,73,6472785.62649746,1767861.95847842
4324653325,2018-01-25T00:00:00,950,,,CA,201610,,NISS,PA,RD,1013 54TH ST W,00541,55,80.69BS,NO PARK/STREET CLEAN,73,6473227.10008624,1820040.71898442
4295928302,2016-10-21T00:00:00,824,,,CA,201612,,STLG,CM,WT,455 OLIVE,00656,56,80.56E4+,RED ZONE,93,6485258.06313978,1840716.82285783
4279074704,2016-03-22T00:00:00,2052,13,,NV,201601,,FORD,PA,GY,8455 OAKWOOD AVENUE,00401,54,80.58L,PREFERENTIAL PARKING,68,6448067.3,1851028.2
4338142491,2018-08-14T00:00:00,1023.0,,,CA,201902.0,,MAZD,PA,BK,1051 ABBOT KINNEY BLVD,00134,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6418738.305489,1819807.4057560002
1113860786,2016-01-07T00:00:00,1237,PR27,,CA,201607,,FORD,PA,BL,8761 W PICO BL,00146,51,8813B,METER EXPIRED,63,6445708.7,1842472
4280033284,2016-04-01T00:00:00,1428,OS220B,,CA,201606,,TOYT,PA,SL,2200 SAWTELLE BL,00134,51,88.13B+,METER EXP.,63,6427981.6,1836572.6
4323148863,2017-12-29T00:00:00,2235,,,CA,,,FORD,TK,WT,11236 CENTRAL AVE S,00500,55,5200,DISPLAY OF PLATES,25,6484546.910006,1797998.0787
4333111554,2018-05-24T00:00:00,1119.0,,,CA,201901.0,,FORD,PA,WT,1165 CLARK DR S,00142,51.0,80.56E2,YELLOW ZONE,58.0,6445127.4216,1842878.186152
4276396342,2016-01-29T00:00:00,1023,,,CA,201512,,FORD,VN,WT,5348 NEWCASTLE AVE,00374,53,80.69BS,NO PARK/STREET CLEAN,73,6403052,1883624.9
4322215472,2017-12-09T00:00:00,1903,,,CA,201807,,AUDI,PA,BK,630 SOUTH ARDMORE AVENUE,00403,54,80.66.1D,RESTRICTED TAXI ZONE,68,6470320.430205,1845208.131661
1112754764,2016-06-03T00:00:00,2200,,,CA,201602,,MERZ,PA,BL,19749 CANTLAY,21A29,1,4000A1,NO EVIDENCE OF REG,50,6391153.149037,1896401.305027
4309230741,2017-05-16T00:00:00,2138,,,CA,201709,,CHEV,VN,WT,3631 HOMEWOOD AVE,00403,54,80.69B,NO PARKING,73,99999,99999
4266744215,2015-08-31T00:00:00,1227,,,CA,201412,,CHEV,PA,WT,10516 MARKLEIN AVENUE,00334,53,5204A-,DISPLAY OF TABS,25,99999,99999
4279634973,2016-05-10T00:00:00,834,,,CA,201612,,DODG,PU,GY,674 KOHLER ST S,00667,56,22500H,DOUBLE PARKING,68,99999,99999
4291779520,2016-10-12T00:00:00,922,,,CA,2,,FRHT,VN,WT,626 W WILSHIRE BLVD,00657,56,80.56E4+,RED ZONE,93,6484037.59205,1840004.330302
4268091306,2015-10-09T00:00:00,1033,,,CA,201508,,MERZ,PA,WT,1540 BELOIT AVE,00141,51,5204A-,DISPLAY OF TABS,25,6425761.4,1840306.3
4334604175,2018-06-18T00:00:00,1517.0,,,CA,,,MERZ,PA,BL,301 9TH ST W,00600,56.0,80.69AA+,NO STOP/STAND,93.0,6483771.571756,1838138.7045599998
1110205600,2017-02-15T00:00:00,1010,,,CA,201609,,FORD,PA,WH,15940 GAULT ST,10Z1,1,4000A1,NO EVIDENCE OF REG,50,6416472.39953088,1895275.96967738
4269863426,2015-11-01T00:00:00,1812,36,,CA,201607,,TOYT,PA,WT,5314 8TH ST W,00111,51,80.58L,PREFERENTIAL PARKING,68,6457173.8,1844589.1
4318369145,2017-10-18T00:00:00,1513,LT212A,,CA,201805,,FORD,PA,WT,301 3RD ST E,00661,56,88.13B+,METER EXP.,63,6486538.223593,1841021.283227
4343669956,2018-11-30T00:00:00,1321.0,,,CA,201903.0,,TOYT,PA,WT,601 ALEXANDRIA AVE S,00408,54.0,80.56E2,YELLOW ZONE,58.0,6471412.3884620005,1852080.793882
4259866225,2015-06-03T00:00:00,638,,,CA,201503,,NISS,PA,GN,300 LYDIA DR,00604,56,5204A-,DISPLAY OF TABS,25,99999,99999
4302825096,2017-02-14T00:00:00,2134,36,,CA,201711,,DODG,PA,RD,758 DUNSMUIR AVE,00205,51,80.58L,PREFERENTIAL PARKING,68,6456067.089979,1844866.077552
4272417004,2015-12-16T00:00:00,1443,WU976,,CA,201609,,TOYT,PA,GY,616 SAINT PAUL AV,00641,56,88.13B+,METER EXP.,63,6482592.3,1841858.4
1116187995,2019-01-01T00:00:00,1723.0,,,CA,201906.0,,NISS,PA,SI,11126 ORCAS AVE,36Q41,1.0,6344K2,NO PK BET 1-3AM,68.0,6450282.486401999,1921061.71061
4334152303,2018-06-14T00:00:00,1927.0,57,,CA,201902.0,,TOYT,PA,GY,3930 RHODES AVENUE,00310,53.0,80.58L,PREFERENTIAL PARKING,68.0,6439747.30219,1874293.575425
1110214276,2015-12-17T00:00:00,935,,,CA,201505,,CHEV,PA,GY,COLDEN AV/MCKINLEY,PATRO,1,4000A1,NO EVIDENCE OF REG,50,99999,99999
4316854776,2017-09-22T00:00:00,1153,,,CA,201710,,TOYT,PA,SL,7054 RAMSGATE AVE,908R,51,22502A,18 IN. CURB/2 WAY,63,6448713.45023,1812824.278436
4305000243,2017-03-20T00:00:00,327,41,,CA,,,BMW,PA,BK,149 DETROIT ST N,00400,54,80.58L,PREFERENTIAL PARKING,68,6457148.33388,1848885.120134
4352706470,2019-04-10T00:00:00,1415.0,,,CA,201810.0,,FORD,PA,BK,4020 SANTA ROSALIA DR,00500,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6457863.039484,1826990.400754
4301142285,2017-01-03T00:00:00,947,23,,CA,201706,,NISS,PA,RD,6900 NOBLE AVE,00361,53,80.58L,PREFERENTIAL PARKING,68,6422015.567058,1893933.908312
4327369255,2018-03-08T00:00:00,2012,53,,CA,201810,,KIA,PA,WT,715 VISTA ST N,401B,54,80.58L,PREFERENTIAL PARKING,68,6455012.311828,1853085.757167
4259355192,2015-05-22T00:00:00,915,,,CA,2,,TOYT,PA,BK,10901 LE CONTE AV,00154,51,5200,DISPLAY OF PLATES,25,6426785.7,1845853.5
1109156823,2015-09-28T00:00:00,1015,,,CA,201512,,MBNZ,PA,SI,5836 W VIRGINIA AVE,00442,54,8069BS,NO PARK/STREET CLEAN,73,6465829,1855934.1
4322576705,2018-01-10T00:00:00,1311,ED664,,CA,,,KIA,VN,GY,948 CROCKER ST S,00676,56,88.13B+,METER EXP.,63,6485974.788744,1835411.747834
4256592211,2015-04-08T00:00:00,1813,BH27130,,CA,201511,,TOYT,PA,SL,249 CHICAGO ST N,00632,56,88.63B+,OFF STR/OVERTIME/MTR,58,6497801.6,1839552.7
4284088056,2016-05-16T00:00:00,1009,,,OK,201611,,LINC,PA,BK,6612 SYLMAR AVENUE,00361,53,80.69BS,NO PARK/STREET CLEAN,73,6426630.6,1892143.7
4292740071,2016-09-14T00:00:00,1120,WS471,,CA,,,MNNI,PA,BK,11101 MASSACHUSETTS AV,00107,51,88.13B+,METER EXP.,63,6426638.5,1840524.5
4327440353,2018-02-21T00:00:00,1652,VN987,,CA,,,MERC,PA,WT,14400 GILMORE ST,00309,53,88.13B+,METER EXP.,63,6426626.03637,1890971.859565
4316588006,2017-10-12T00:00:00,1605,,,CA,201804,,KIA,PA,BK,960 HILL ST N,6T6,56,80.69AP+,NO STOP/STANDING,93,6483521.658474,1837820.952031
4301376251,2017-01-11T00:00:00,1931,45,,CA,201703,,HOND,PA,GY,2353 GRANVILLE AVE,00202,51,80.58L,PREFERENTIAL PARKING,68,6425910.797331,1833943.182344
4303292361,2017-02-09T00:00:00,846,,,CA,201703,,AUDI,PA,GY,435 KENMORE AVE S,00455,54,22500H,DOUBLE PARKING,68,6471743.381186,1851077.626171
4328128932,2018-03-13T00:00:00,1019,,,CA,201901,,HYUN,PA,BK,1511 ABBOT KINNEY BLVD,00135,51,80.69BS,NO PARK/STREET CLEAN,73,6420780.59544,1819188.798029
4301970116,2017-02-25T00:00:00,1028,,,CA,,,CHEV,CM,BN,1152 LEMOYNE ST,00600,56,5200,DISPLAY OF PLATES,25,6482865.196176,1850211.691028
4270652772,2015-11-30T00:00:00,1831,SC17,,CA,201605,,AUDI,PA,BK,12001 VENTURA PL,00315,53,88.13B+,METER EXP.,63,6442720,1874929.2
4262653161,2015-07-13T00:00:00,2013,53,,CA,201606,,CHEV,PA,BK,636 ALTA VISTA BLVD N,00401,54,80.58L,PREFERENTIAL PARKING,68,6456463.2,1852571.3
4260056430,2015-05-29T00:00:00,1133,,,CA,201512,,VOLK,PA,BL,1500 SUNSET BL,00651,56,5200,DISPLAY OF PLATES,25,6484351.1,1850094.3
4292726616,2016-09-12T00:00:00,1422,,1215,CA,201611,,VOLK,PA,BK,554 7TH ST W,00500,55,80.69C,PARKED OVER TIME LIM,58,6473757.1,1727107.1
4251725575,2015-02-27T00:00:00,208,,,CA,201601,,HOND,PA,BK,1701 59TH PL W,00500,55,80.56E4+,RED ZONE,93,6468673.5,1817694.2
4318555625,2017-10-17T00:00:00,2058,203,,CA,201809,,MERZ,PA,SL,1926 SCOTT AVE,00600,56,80.54H1,OVNIGHT PRK W/OUT PE,68,6483081.999211,1852201.819757
4336538894,2018-07-18T00:00:00,2046.0,149,,CA,201812.0,,MERZ,PA,WT,1300 LAVETA TER,600,56.0,80.58L,PREFERENTIAL PARKING,68.0,6484078.0925239995,1850237.552071
1109115000,2016-04-01T00:00:00,1750,,,CA,201507,,CHEV,SU,BK,WILSON HARDING GOLF,,4,4000A1,NO EVIDENCE OF REG,50,99999,99999
4275377411,2016-01-15T00:00:00,1023,TZ176,,CA,201512,,VOLV,PA,GN,18801 VENTURA BL,00373,53,88.13B+,METER EXP.,63,6397481.4,1885240.9
4285279036,2016-06-28T00:00:00,956,,,CA,201704,,FORD,PA,BK,800 SYCAMORE AVE N,00476,54,80.56E4+,RED ZONE,93,6457618.3,1844577.1
4262713722,2015-07-28T00:00:00,1137,,,CA,1,,OTHR,OT,BN,612 WALL ST,00658,56,80.56E4+,RED ZONE,93,6486752.4,1838224.7
4347051450,2019-01-15T00:00:00,910.0,,,CA,201911.0,,TOYT,PA,GY,6300 SHOUP AVE,00375,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6375787.043494999,1890175.011762
4351138503,2019-03-19T00:00:00,2235.0,,,CA,201908.0,,HOND,PA,BK,2701 GRIFFITH AVE S,00500,55.0,80.56E4+,RED ZONE,93.0,6483471.298533999,1829385.7147610001
4263440823,2015-07-31T00:00:00,1813,40,,CA,201607,,TOYT,PA,WT,716 SYCAMORE AVE N,00402,54,80.58L,PREFERENTIAL PARKING,68,6457790.2,1845092.8
1111937573,2015-02-16T00:00:00,1655,,,CA,201509,,CHEV,PA,BK,9019 AIRPORT BL,5M45,2,8940,PARKING AREA,58,6444688,1806257.9
4331548454,2018-05-04T00:00:00,1530.0,,,CA,,,MASE,PA,BK,6670 FOOTHILL BOULEVARD,340R,53.0,80.56E2,YELLOW ZONE,58.0,6477869.661747,1912338.608888
4314583895,2017-08-15T00:00:00,832,,,CA,201711,,FORD,PA,WT,3708 BEETHOVEN ST,00162,51,80.69B,NO PARKING,73,6427408.91243561,1823435.83671837
4301693351,2017-02-15T00:00:00,1618,VH48,,CA,201710,,FORD,PU,GY,4600 KINGSWELL AV,00402,54,88.13B+,METER EXP.,63,6473999.949356,1859880.415084
4341471422,2018-10-15T00:00:00,828.0,,,CA,201812.0,,STRN,PA,BL,5941 ETIWANDA AVE,00376,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6401116.358477999,1887586.865984
4302741306,2017-02-11T00:00:00,1142,MV157,,CA,201710,,VOLK,PA,BK,12240 VENICE BL,00408,51,88.13B+,METER EXP.,63,6430847.651639,1824326.225051
4325824020,2018-02-05T00:00:00,842,,,CA,,,MNNI,PA,RD,200 3RD AVE,00132,51,80.69BS,NO PARK/STREET CLEAN,73,6416906.999659,1822194.668595
4310538363,2017-06-05T00:00:00,1727,,,CA,201706,,CHEV,PA,SL,R/O 639 CHANNEL ST,00500,55,80.69B,NO PARKING,73,6473078.46356765,1732896.95987629
4301550164,2017-01-20T00:00:00,839,,,CA,201711,,TOYT,PA,GY,1653 W 222ND ST,00564,55,80.69BS,NO PARK/STREET CLEAN,73,6468192.7438644,1759068.17088007
4286601244,2016-08-06T00:00:00,50,,,CA,201701,,TOYT,PA,GY,5033 LINCOLN AVE,00600,56,80.69B,NO PARKING,73,6499186.2,1866283.7
